material_id,formula,utility_tier,predicted_latent_bandgap_eV,stage1_score,energy_above_hull,is_dark_matter
mp-989404,Ca6In2NF,Tier 1 (Standard),0.2814899,0.25670533568597825,0.029349273566177,True
mp-22470,La(FeAs3)4,Tier 2 (Exotic),0.2566743,0.25667428970336914,0.0,True
mp-754316,Li3Co(NiO3)2,Tier 1 (Standard),0.27026254,0.25666580039472914,0.016769791111108,True
mp-1198707,Dy2B6Ru,Tier 2 (Exotic),0.25666392,0.2566639184951782,0.0,True
mp-8607,Na(Cu2Sb)2,Tier 1 (Standard),0.2628656,0.25664325814581485,0.007890400714284,True
mp-672689,Hf6Co16Si7,Tier 1 (Standard),0.2566222,0.25662219524383545,0.0,True
mp-568782,Dy(PPt4)2,Tier 2 (Exotic),0.25659174,0.2565917372703552,0.0,True
mp-5129,Y(CoSi)2,Tier 1 (Standard),0.25657025,0.2565702497959137,0.0,True
mp-4692,Dy(SiNi)2,Tier 2 (Exotic),0.25647512,0.2564751207828522,0.0,True
mp-1187422,Ti2CoOs,Tier 1 (Standard),0.25640267,0.2564026713371277,0.0,True
mp-975897,Hf2RuRh,Tier 1 (Standard),0.27272007,0.2563699974982607,0.019983948221153,True
mp-7568,ThSb2,Tier 4 (Extreme),0.2563291,0.25632908940315247,0.0,True
mp-19815,Eu2VO4,Tier 2 (Exotic),0.25632897,0.2563289701938629,0.0,True
mp-1229300,Ca3La32(OsI12)5,Tier 2 (Exotic),0.2562965,0.2562964856624603,0.0,True
mp-1099694,SrCaCo2O5,Tier 1 (Standard),0.28291297,0.25619988940891336,0.031473848912035,True
mp-11840,BaAg,Tier 1 (Standard),0.25619546,0.25619545578956604,0.0,True
mp-1039467,Ca2Mg,Tier 1 (Standard),0.266931,0.256193426400109,0.013408672499999,True
mp-1282794,Ca2Fe3O8,Tier 1 (Standard),0.2876238,0.25618016131430843,0.036440693653843,True
mp-5765,Nd(BC)2,Tier 2 (Exotic),0.25618014,0.25618013739585876,0.0,True
mp-1025438,LuPt,Tier 2 (Exotic),0.25615123,0.2561512291431427,0.0,True
mp-30488,CdHg2,Tier 1 (Standard),0.27858847,0.2561489104919639,0.026849116666667,True
mp-22498,CrSb2,Tier 1 (Standard),0.256123,0.25612300634384155,0.0,True
mp-27731,HfH2,Tier 1 (Standard),0.25611717,0.25611716508865356,0.0,True
mp-7167,SmRh3C,Tier 2 (Exotic),0.25608844,0.2560884356498718,0.0,True
mp-9312,PrNiC2,Tier 2 (Exotic),0.25606555,0.2560655474662781,0.0,True
mp-3882,Sm(SiRh)2,Tier 2 (Exotic),0.2560486,0.2560485899448395,0.0,True
mp-1217304,ThMn2Co3,Tier 4 (Extreme),0.28297636,0.2559894203793306,0.031789391444444,True
mp-1203373,Ge22Rh17,Tier 1 (Standard),0.26479718,0.25595597760724914,0.011129528461541,True
mp-1229238,Ba10Gd4Y(Cu3O7)5,Tier 2 (Exotic),0.28176734,0.25591208125393095,0.030587005336535,True
mp-13685,Cr2S3,Tier 1 (Standard),0.256346,0.2558990847485317,0.000581118999998,True
mp-1208873,SmAl3Ni2,Tier 2 (Exotic),0.25588208,0.2558820843696594,0.0,True
mp-20012,InSb,Tier 1 (Standard),0.25587967,0.255879670381546,0.0,True
mp-22682,In2Pt,Tier 1 (Standard),0.2558337,0.2558336853981018,0.0,True
mp-1207736,Y2(Ga3Ir)3,Tier 1 (Standard),0.25577343,0.2557734251022339,0.0,True
mp-1103035,ErGaRh,Tier 2 (Exotic),0.25574777,0.2557477653026581,0.0,True
mp-506,MgPd,Tier 1 (Standard),0.25568667,0.2556866705417633,0.0,True
mp-1186468,PrSm,Tier 2 (Exotic),0.2862556,0.2556694987176096,0.035616304166666,True
mp-30650,Mg2Ga,Tier 1 (Standard),0.25563028,0.2556302845478058,0.0,True
mp-1208300,TbPPd,Tier 2 (Exotic),0.25559404,0.25559404492378235,0.0,True
mp-1184055,GaFeRu2,Tier 1 (Standard),0.2555654,0.2555654048919678,0.0,True
mp-758820,Li7(NiO2)12,Tier 1 (Standard),0.28948075,0.25556458547856864,0.039054019777127,True
mp-1025420,SmSi2Ni,Tier 2 (Exotic),0.25556028,0.2555602788925171,0.0,True
mp-864793,NdAgAs2,Tier 2 (Exotic),0.25554842,0.2555484175682068,0.0,True
mp-1203324,Zr3Ge,Tier 1 (Standard),0.25548673,0.25548672676086426,0.0,True
mp-696132,Zr5ZnPb3,Tier 1 (Standard),0.25547728,0.25547727942466736,0.0,True
mp-865252,TmSnRh2,Tier 2 (Exotic),0.25546172,0.255461722612381,0.0,True
mp-1105390,Mn7PbO12,Tier 1 (Standard),0.27718383,0.25536420701334156,0.026239654343745,True
mp-781617,Li5Mn6(BO3)6,Tier 1 (Standard),0.28380173,0.25534763444168357,0.033420162214291,True
mp-29998,La3SbI3,Tier 2 (Exotic),0.25532112,0.25532111525535583,0.0,True
mp-975655,PrNiGe2,Tier 2 (Exotic),0.25531667,0.25531667470932007,0.0,True
mp-11549,VPd2,Tier 1 (Standard),0.25529614,0.25529614090919495,0.0,True
mp-933,YAs,Tier 1 (Standard),0.25524193,0.25524193048477173,0.0,True
mp-1201871,Li7Si3,Tier 1 (Standard),0.25523788,0.255237877368927,0.0,True
mp-1245623,LiMn2N3,Tier 1 (Standard),0.26686952,0.25522560326637755,0.014543826666665,True
mp-1212463,Hf7Au10,Tier 1 (Standard),0.2552178,0.2552177906036377,0.0,True
mp-1224771,Fe3NiP4,Tier 1 (Standard),0.25515765,0.2551576495170593,0.0,True
mp-1220566,Nb3WSe8,Tier 3 (Refractory),0.26666707,0.2551435669949021,0.01440435458333,True
mp-1104664,Dy3Pt4,Tier 2 (Exotic),0.25662863,0.2551288465615268,0.001948062678572,True
mp-29564,Ba2Mg3Si4,Tier 1 (Standard),0.25512084,0.2551208436489105,0.0,True
mp-1226520,CeTh2S3,Tier 4 (Extreme),0.25576526,0.2550799784549512,0.000893111666684,True
mp-1187651,YbEuHg2,Tier 2 (Exotic),0.2955492,0.25505932993726593,0.045666262499999,True
mp-17753,Nd3RuO7,Tier 2 (Exotic),0.25499722,0.25499722361564636,0.0,True
mp-767704,Li9Mn15O32,Tier 1 (Standard),0.29970452,0.254990197882806,0.049731564196414,True
mp-1228589,Ba2Ca3TlCu4O11,Tier 1 (Standard),0.2760127,0.2549573706628846,0.025427959246026,True
mp-568964,La3MgBi5,Tier 2 (Exotic),0.2712431,0.25480968915649826,0.020195176111108,True
mp-766948,LiMn10O20,Tier 1 (Standard),0.29931217,0.2548073851074099,0.049563402395161,True
mp-615459,La2Ni5C3,Tier 2 (Exotic),0.2547242,0.2547242045402527,0.0,True
mp-1220405,Nd2Fe3CoSi4,Tier 2 (Exotic),0.2562543,0.254695004640434,0.002028298999999,True
mp-976155,HoLuRh2,Tier 2 (Exotic),0.26430976,0.2546587241503141,0.012171375000001,True
mp-1223115,La4Sb2Pb,Tier 2 (Exotic),0.26048383,0.2546526899867595,0.007461936190476,True
mp-1226930,Cr19S30,Tier 1 (Standard),0.26087227,0.254641899795443,0.007960951836735,True
mp-1190044,Tm4Ge6Os7,Tier 2 (Exotic),0.26290935,0.2546003014906603,0.010534747941179,True
mp-9694,Tm3(GePd)4,Tier 2 (Exotic),0.2545939,0.2545939087867737,0.0,True
mp-1209783,SmIn3Pt,Tier 2 (Exotic),0.2598246,0.2545383706013833,0.006781797049998,True
mp-766536,Li5Mn6(BO3)6,Tier 1 (Standard),0.28497934,0.2545150926199826,0.035633285357148,True
mp-1184229,Ga2CoIr,Tier 1 (Standard),0.28486162,0.25450502193570285,0.035522045,True
mp-1193568,Zr6Al16Ir7,Tier 1 (Standard),0.25446814,0.2544681429862976,0.0,True
mp-10870,Zr5ZnSb3,Tier 1 (Standard),0.25440416,0.2544041574001312,0.0,True
mp-1101213,VNi(PO4)2,Tier 1 (Standard),0.29337537,0.25440052189164053,0.044283256875001,True
mp-1095442,HfVP,Tier 1 (Standard),0.25434217,0.2543421685695648,0.0,True
mp-1197177,CsRb14Tl27,Tier 1 (Standard),0.25428814,0.2542881369590759,0.0,True
mp-1228302,Ba4Cu2Si21,Tier 1 (Standard),0.25428107,0.25428107380867004,0.0,True
mp-862669,BeFe2Si,Tier 1 (Standard),0.25427085,0.25427085161209106,0.0,True
mp-4969,TbCoSi2,Tier 2 (Exotic),0.25425395,0.25425395369529724,0.0,True
mp-1222647,Li2MgGa,Tier 1 (Standard),0.25422597,0.2542259693145752,0.0,True
mp-15727,La(P3Ru)4,Tier 2 (Exotic),0.2541952,0.2541952133178711,0.0,True
mp-30395,ScInAu2,Tier 1 (Standard),0.26194903,0.2541800408697331,0.009886136500007,True
mp-11494,LuPb3,Tier 2 (Exotic),0.27263296,0.25412598255083635,0.022627460000002,True
mp-569247,Zr(FeSi)2,Tier 1 (Standard),0.2565207,0.25411416021595834,0.00312714,True
mp-13620,ScSi7Ir3,Tier 1 (Standard),0.25408515,0.25408515334129333,0.0,True
mp-12723,CaAu,Tier 1 (Standard),0.25407508,0.2540750801563263,0.0,True
mp-1102030,YTc2,Tier 1 (Standard),0.25406533,0.2540653347969055,0.0,True
mp-2752729,Pr3CoBr3,Tier 2 (Exotic),0.25403747,0.254037469625473,0.0,True
mp-10172,Na,Tier 1 (Standard),0.25400633,0.2540063261985779,0.0,True
mp-1214761,Ba(As3Ru)4,Tier 1 (Standard),0.26006204,0.2539825551989998,0.007792350529408,True
mp-1069139,SrSi3Ni,Tier 1 (Standard),0.25398237,0.2539823651313782,0.0,True
mp-1221391,Nd25(B7C13)2,Tier 2 (Exotic),0.27240586,0.25396515302531825,0.022565238492305,True
mp-1181662,Cu2H3ClO3,Tier 1 (Standard),0.28757623,0.253964368533848,0.038959942361111,True
mp-1183369,Ba3Sr,Tier 1 (Standard),0.26829323,0.2539525191597867,0.017817212500001,True
mp-1220642,Nb5Cr3Se20,Tier 3 (Refractory),0.2612423,0.2539523778182564,0.009301610607141,True
mp-28826,Gd3(MnC3)2,Tier 2 (Exotic),0.25393906,0.25393906235694885,0.0,True
mp-610631,LaGeAu,Tier 2 (Exotic),0.253884,0.2538839876651764,0.0,True
mp-1184526,GdYHg2,Tier 2 (Exotic),0.26352566,0.2538497040317611,0.012239112499997,True
mp-30516,Th3Sn13Rh4,Tier 4 (Extreme),0.2538312,0.2538312077522278,0.0,True
mp-1238853,TiCrCuS4,Tier 1 (Standard),0.2543202,0.253828780237334,0.000644101428571,True
mp-31017,Ce4B2N5,Tier 2 (Exotic),0.25880402,0.25382567542675843,0.006411991818183,True
mp-1217151,Ti2Cr3Si,Tier 1 (Standard),0.26981694,0.2537436101646914,0.019857074444443,True
mp-1223074,La4Cu3Sb8,Tier 2 (Exotic),0.2537336,0.2537336051464081,0.0,True
mp-1200150,ZrGa2Ni,Tier 1 (Standard),0.25370327,0.2537032663822174,0.0,True
mp-7892,Mn2AlB2,Tier 1 (Standard),0.25369927,0.25369927287101746,0.0,True
mp-1003635,NaMn16O32,Tier 1 (Standard),0.27425545,0.2536779305464285,0.025010166802722,True
mp-1079706,Ti5Al2C3,Tier 1 (Standard),0.25365913,0.25365912914276123,0.0,True
mp-2034418,BaCd3,Tier 1 (Standard),0.29742125,0.25359787632832553,0.049114817132352,True
mp-15603,HoB2C,Tier 2 (Exotic),0.25359783,0.25359782576560974,0.0,True
mp-1217213,Ti5CoSe10,Tier 1 (Standard),0.26651317,0.2535953528083044,0.016156570000006,True
mp-1188577,TmGe2Pt,Tier 2 (Exotic),0.2735939,0.2535691676333364,0.024397150624999,True
mp-5627,Pr(FeSi)2,Tier 2 (Exotic),0.25350195,0.2535019516944885,0.0,True
mp-1226293,Cr4InAgS8,Tier 1 (Standard),0.2534872,0.2534871995449066,0.0,True
mp-505680,Lu4Ge6Ru7,Tier 2 (Exotic),0.25348356,0.2534835636615753,0.0,True
mp-1202267,Lu5Pt4,Tier 2 (Exotic),0.25336573,0.25336572527885437,0.0,True
mp-542897,BaIrO3,Tier 1 (Standard),0.26632503,0.25333679253491503,0.016256119291678,True
mp-1087497,V5Se4,Tier 1 (Standard),0.2533302,0.25333020091056824,0.0,True
mp-16623,DyAl7Au3,Tier 2 (Exotic),0.25329018,0.25329017639160156,0.0,True
mp-1080021,Nb2B3,Tier 3 (Refractory),0.25325286,0.25325286388397217,0.0,True
mp-1206401,LaRh3C,Tier 2 (Exotic),0.2963842,0.2532161988143257,0.048549583999999,True
mp-754064,MnP2,Tier 1 (Standard),0.28957802,0.2532023210157088,0.041872077037037,True
mp-6956,La(FeP)2,Tier 2 (Exotic),0.25318974,0.25318974256515503,0.0,True
mp-28780,Th5Fe19P12,Tier 4 (Extreme),0.26057923,0.2531756700658345,0.00947064274306,True
mp-765602,Na5Ni9O16,Tier 1 (Standard),0.28093958,0.2531577139374716,0.032963036833326,True
mp-1228509,Ba2In3Au,Tier 1 (Standard),0.27913943,0.2530583479917641,0.031144628333333,True
mp-1101824,PrGaPt,Tier 2 (Exotic),0.25305074,0.2530507445335388,0.0,True
mp-1212127,HoAl3Ni2,Tier 2 (Exotic),0.2530401,0.2530401051044464,0.0,True
mp-26741,LiCu4(PO4)3,Tier 1 (Standard),0.2857187,0.25302533342652284,0.038141681250018,True
mp-22295,Ca(Cu2P)2,Tier 1 (Standard),0.2530016,0.2530016005039215,0.0,True
mp-9983,Ta2Se3,Tier 3 (Refractory),0.2570927,0.25299049359836395,0.005318730666669,True
mp-1219919,Pr2CdSb4,Tier 2 (Exotic),0.27001688,0.25298286905607675,0.021028327142857,True
mp-1185943,MgRu2W,Tier 3 (Refractory),0.25296244,0.2529624402523041,0.0,True
mp-1193043,Ce5(C2Br)3,Tier 2 (Exotic),0.25292978,0.25292977690696716,0.0,True
mp-1079803,Th(BOs)2,Tier 4 (Extreme),0.2529173,0.2529172897338867,0.0,True
mp-1229059,Ba10Gd2Y3(Cu3O7)5,Tier 2 (Exotic),0.27920273,0.2528626595957532,0.031446767394228,True
mp-11629,Tb2Al6Si4Au,Tier 2 (Exotic),0.25285804,0.25285804271698,0.0,True
mp-1079958,LuSnIr,Tier 2 (Exotic),0.2528509,0.25285089015960693,0.0,True
mp-1225778,Dy5Co19P12,Tier 2 (Exotic),0.25301284,0.2528429126642602,0.000223866527751,True
mp-1206259,TmMgAu,Tier 2 (Exotic),0.25283533,0.25283533334732056,0.0,True
mp-12815,Na2LiAu3,Tier 1 (Standard),0.25283325,0.2528332471847534,0.0,True
mp-1217379,Th5C4,Tier 4 (Extreme),0.25956935,0.2527582126327246,0.008746711111115,True
mp-1187455,ThInCu2,Tier 4 (Extreme),0.25271738,0.25271737575531006,0.0,True
mp-16506,Li3Al2,Tier 1 (Standard),0.25267437,0.2526743710041046,0.0,True
mp-12128,Li2MgIn,Tier 1 (Standard),0.252664,0.2526639997959137,0.0,True
mp-1194044,V4Co2N,Tier 1 (Standard),0.25264955,0.25264954566955566,0.0,True
mp-504812,Hf3P,Tier 1 (Standard),0.25259128,0.2525912821292877,0.0,True
mp-1219847,Pr2Ga5Au3,Tier 2 (Exotic),0.25257307,0.25257307291030884,0.0,True
mp-1069809,BaSi3Pt,Tier 1 (Standard),0.25413242,0.2525455291924636,0.002081448500001,True
mp-19939,La(CoGe)2,Tier 2 (Exotic),0.25254127,0.25254127383232117,0.0,True
mp-1189138,Y5Sb3,Tier 1 (Standard),0.25253206,0.25253206491470337,0.0,True
mp-1225851,Cu2Bi3Sb3O14,Tier 1 (Standard),0.2814588,0.25252254600371177,0.034269372727274,True
mp-866809,YbB2C,Tier 2 (Exotic),0.2525132,0.25251320004463196,0.0,True
mp-1217098,Ti4CuAg,Tier 1 (Standard),0.25244823,0.2524482309818268,0.0,True
mp-1120745,NaTiF4,Tier 1 (Standard),0.2621147,0.2524079730011855,0.012344125833328,True
mp-30761,Li7Pb2,Tier 1 (Standard),0.25238124,0.25238123536109924,0.0,True
mp-2906,Ho(NiP)2,Tier 2 (Exotic),0.25236395,0.2523639500141144,0.0,True
mp-1079038,HfSnIr,Tier 1 (Standard),0.2523243,0.25232431292533875,0.0,True
mp-1025034,ThNi2B2C,Tier 4 (Extreme),0.25229958,0.25229957699775696,0.0,True
mp-28201,Sr4(PPd)5,Tier 1 (Standard),0.2522827,0.2522827088832855,0.0,True
mp-620812,Y2Ge5Ru3,Tier 1 (Standard),0.25227743,0.2522774338722229,0.0,True
mp-972657,SmBiAu2,Tier 2 (Exotic),0.28542194,0.2522744119456724,0.038711723918923,True
mp-976184,Hf4Co4Si7,Tier 1 (Standard),0.25224608,0.25224608182907104,0.0,True
mp-1272781,Cr2CuO4,Tier 1 (Standard),0.272295,0.252209239123028,0.024588233571414,True
mp-1188059,ZrGaRu2,Tier 1 (Standard),0.25210685,0.25210684537887573,0.0,True
mp-1095136,La(BOs)2,Tier 2 (Exotic),0.25210494,0.2521049380302429,0.0,True
mp-1195540,Dy3(Al3Ru)4,Tier 2 (Exotic),0.25210464,0.25210464000701904,0.0,True
mp-636614,YPb2,Tier 1 (Standard),0.25207534,0.25207534432411194,0.0,True
mp-865247,GaFeIr2,Tier 1 (Standard),0.25202644,0.25202643871307373,0.0,True
mp-620271,GdBiPt,Tier 2 (Exotic),0.25199863,0.251998633146286,0.0,True
mp-22422,Ce3Te4,Tier 2 (Exotic),0.2519324,0.25193241238594055,0.0,True
mp-1208220,Ti5Sn3Au,Tier 1 (Standard),0.26105815,0.2519213766866658,0.01166633433333,True
mp-1186304,NdAs2Au,Tier 2 (Exotic),0.25189865,0.2518986463546753,0.0,True
mp-20101,Yb5Si4,Tier 2 (Exotic),0.27371666,0.2518929219363071,0.026577040833334,True
mp-568371,Tm(SiRu)2,Tier 2 (Exotic),0.2518754,0.2518754005432129,0.0,True
mp-21001,Y(GeRu)2,Tier 1 (Standard),0.25185484,0.2518548369407654,0.0,True
mp-1215208,ZrTi3As2,Tier 1 (Standard),0.2533383,0.2518483586899957,0.001960419999998,True
mp-1203041,YbCo3P2,Tier 2 (Exotic),0.25183696,0.25183695554733276,0.0,True
mp-650328,NbTe4,Tier 3 (Refractory),0.25452924,0.251829976624973,0.003534971916665,True
mp-9972,YSi,Tier 1 (Standard),0.25182703,0.25182703137397766,0.0,True
mp-1210474,Na5(Sn5Hg)2,Tier 1 (Standard),0.26450607,0.25179903740627013,0.016013538382345,True
mp-768737,Li3Mn2P2(CO7)2,Tier 1 (Standard),0.28378853,0.25178841607544356,0.037586808876775,True
mp-1215386,Zr3Ti2Si3,Tier 1 (Standard),0.25178072,0.2517807185649872,0.0,True
mp-642273,U6Fe16Si7C,Tier 4 (Extreme),0.25177675,0.2517767548561096,0.0,True
mp-1221907,Mn3CrTe4,Tier 1 (Standard),0.29063433,0.2517154908030906,0.044636666215517,True
mp-1213083,Dy2(Al3Rh)3,Tier 2 (Exotic),0.2517063,0.2517063021659851,0.0,True
mp-758818,Li2Mn3(PO4)4,Tier 1 (Standard),0.29254708,0.2516754670283,0.046569837966676,True
mp-752932,RbMn4O8,Tier 1 (Standard),0.25160635,0.2516063451766968,0.0,True
mp-10923,Ca2Co12P7,Tier 1 (Standard),0.25159565,0.2515956461429596,0.0,True
mp-1226264,Cr4GaS8,Tier 1 (Standard),0.25157952,0.25157952308654785,0.0,True
mp-22040,Sn7Ir3,Tier 1 (Standard),0.26662582,0.2515605874713085,0.018834427499996,True
mp-1216223,Zr3Fe2Sb3,Tier 1 (Standard),0.2943848,0.2515017579265826,0.048556683124999,True
mp-570166,Zr6Si7Ni16,Tier 1 (Standard),0.25148043,0.25148043036460876,0.0,True
mp-21981,YNiSn2,Tier 1 (Standard),0.25145853,0.2514585256576538,0.0,True
mp-1018102,ZrPd2,Tier 1 (Standard),0.26068512,0.25139717837608455,0.011876317575758,True
mp-569804,Er5Zr3(Ni4As3)4,Tier 2 (Exotic),0.2513428,0.2513428032398224,0.0,True
mp-753177,Li2MnCo3O8,Tier 1 (Standard),0.28067815,0.2513284388584233,0.034855716249999,True
mp-1220423,Nb6TlTe8,Tier 3 (Refractory),0.25967944,0.2513218569616692,0.01072807282281,True
mp-685440,Li11Ta37N48,Tier 3 (Refractory),0.29454213,0.2513201831821217,0.048914281597223,True
mp-1156,GaSb,Tier 1 (Standard),0.25130996,0.25130996108055115,0.0,True
mp-1211564,Li(ErGe)4,Tier 2 (Exotic),0.25129583,0.2512958347797394,0.0,True
mp-1220606,Nb5Cr3Se20,Tier 3 (Refractory),0.25965413,0.2512932395637592,0.01073337417857,True
mp-18222,Lu4Ge6Rh7,Tier 2 (Exotic),0.2512042,0.2512041926383972,0.0,True
mp-543051,Lu5Sb3,Tier 2 (Exotic),0.2511909,0.2511909008026123,0.0,True
mp-3340,TaAlCo2,Tier 3 (Refractory),0.2511704,0.25117039680480957,0.0,True
mp-21040,Zr2Fe3Ge,Tier 1 (Standard),0.25115585,0.2511558532714844,0.0,True
mp-16571,Ca7Ge6,Tier 1 (Standard),0.26310253,0.25113810537125875,0.015158128653846,True
mp-1777,Li15Ge4,Tier 1 (Standard),0.25112578,0.2511257827281952,0.0,True
mp-16371,ThGe2,Tier 4 (Extreme),0.25111246,0.2511124610900879,0.0,True
mp-4810,Pr(CoGe)2,Tier 2 (Exotic),0.25107312,0.25107312202453613,0.0,True
mp-1105701,Hf3Fe2Si3,Tier 1 (Standard),0.26186538,0.2510307262403337,0.013791629999998,True
mp-1186137,NaHg3,Tier 1 (Standard),0.2660049,0.2510164220496926,0.018782196249999,True
mp-1202095,K5Nb3O3F14,Tier 3 (Refractory),0.25094542,0.25094541907310486,0.0,True
mp-861892,DyInRh2,Tier 2 (Exotic),0.25094253,0.25094252824783325,0.0,True
mp-1208854,SmAs2Pd3,Tier 2 (Exotic),0.25094146,0.2509414553642273,0.0,True
mp-1078035,Sm2Cr2C3,Tier 2 (Exotic),0.2509307,0.25093069672584534,0.0,True
mp-758265,LiCu2F6,Tier 1 (Standard),0.25091827,0.25091826915740967,0.0,True
mp-1080806,TmSnPt,Tier 2 (Exotic),0.25090703,0.2509070336818695,0.0,True
mp-1221111,NbFe,Tier 3 (Refractory),0.2508983,0.2508983016014099,0.0,True
mp-7225,CeAl2Pt3,Tier 2 (Exotic),0.26672134,0.2508969517538967,0.019776428333331,True
mp-1206749,HoNiAs,Tier 2 (Exotic),0.25973985,0.2508867399637015,0.011361504166667,True
mp-31479,Ca3(GaPt)2,Tier 1 (Standard),0.25088233,0.2508823275566101,0.0,True
mp-771310,Li3MnNi3O8,Tier 1 (Standard),0.2849031,0.2508293010093439,0.039865960250002,True
mp-1018779,Li3PrSb2,Tier 2 (Exotic),0.25081,0.25080999732017517,0.0,True
mp-2062,LaSi2,Tier 2 (Exotic),0.25080577,0.2508057653903961,0.0,True
mp-2646997,Pd,Tier 1 (Standard),0.26898623,0.25077075905309915,0.022572985,True
mp-569383,Ca5(CoN2)2,Tier 1 (Standard),0.25073949,0.2507394850254059,0.0,True
mp-1220085,Ni3Te4,Tier 1 (Standard),0.26257142,0.25073171187679955,0.015030465714286,True
mp-2954,Dy(SiAu)2,Tier 2 (Exotic),0.25072148,0.2507214844226837,0.0,True
mp-3147,Er(SiAu)2,Tier 2 (Exotic),0.26663885,0.25071862314302057,0.019902354000006,True
mp-505483,SmGePt,Tier 2 (Exotic),0.25071216,0.25071215629577637,0.0,True
mp-1193847,Hf6Al16Co7,Tier 1 (Standard),0.25068712,0.2506871223449707,0.0,True
mp-1105605,Tb7FeI12,Tier 2 (Exotic),0.25068066,0.2506806552410126,0.0,True
mp-1224116,K(Zr3Te4)4,Tier 1 (Standard),0.25061357,0.25061357021331787,0.0,True
mp-505278,Zr9(NiP2)2,Tier 1 (Standard),0.25053385,0.2505338490009308,0.0,True
mp-31506,Mg32Al36Ag13,Tier 1 (Standard),0.26727664,0.2505300595716921,0.020885457654321,True
mp-10965,DyAgSb2,Tier 2 (Exotic),0.2505138,0.25051379203796387,0.0,True
mp-1104050,Y(AlC)3,Tier 1 (Standard),0.25051275,0.2505127489566803,0.0,True
mp-1078713,Tb(SiIr)2,Tier 2 (Exotic),0.27313876,0.25049305678556694,0.027636386000001,True
mp-864840,NbZnRu2,Tier 3 (Refractory),0.25048065,0.25048065185546875,0.0,True
mp-1227635,CeBi2(Rh2O5)3,Tier 2 (Exotic),0.2618913,0.2504799166583345,0.014524331979164,True
mp-771693,TiMn5(PO4)6,Tier 1 (Standard),0.28346035,0.25041405919838833,0.038860567013866,True
mp-20868,Fe2W,Tier 3 (Refractory),0.25037003,0.2503700256347656,0.0,True
mp-1199896,Cu6BiSe6,Tier 1 (Standard),0.26716104,0.25033270338670616,0.020996497115383,True
mp-30778,Mg5Rh2,Tier 1 (Standard),0.25031117,0.2503111660480499,0.0,True
mp-21075,HfC,Tier 1 (Standard),0.2503107,0.2503106892108917,0.0,True
mp-16620,LuAl7Au3,Tier 2 (Exotic),0.2502806,0.25028058886528015,0.0,True
mp-21866,Dy2InAu2,Tier 2 (Exotic),0.2502544,0.25025439262390137,0.0,True
mp-1078814,Ce2C2Cl,Tier 2 (Exotic),0.25022206,0.2502220571041107,0.0,True
mp-1105139,Zr3Sb,Tier 1 (Standard),0.2502152,0.25021520256996155,0.0,True
mp-863656,PmH,Tier 2 (Exotic),0.25015506,0.2501550614833832,0.0,True
mp-977400,ErInRh2,Tier 2 (Exotic),0.2501244,0.25012439489364624,0.0,True
mp-1284451,LiMn3O4,Tier 1 (Standard),0.2930833,0.25006446365017093,0.048926755625,True
mp-866138,LuSbRu2,Tier 2 (Exotic),0.27905345,0.24994971869746063,0.034764822500001,True
mp-1307,LiGa,Tier 1 (Standard),0.24993886,0.24993886053562164,0.0,True
mp-9913,Fe5B2P,Tier 1 (Standard),0.24990769,0.2499076873064041,0.0,True
mp-865640,TiGeRu2,Tier 1 (Standard),0.24982989,0.24982988834381104,0.0,True
mp-571406,Ga2Pt,Tier 1 (Standard),0.25689745,0.24981819824844304,0.009185573541667,True
mp-1225361,Dy2(B2Rh3)3,Tier 2 (Exotic),0.24979196,0.2497919648885727,0.0,True
mp-2067,ThGa2,Tier 4 (Extreme),0.24977909,0.2497790902853012,0.0,True
mp-30388,HoInAu2,Tier 2 (Exotic),0.24975134,0.24975134432315826,0.0,True
mp-19725,Hf(FeGe)6,Tier 1 (Standard),0.2500236,0.24974421896312057,0.00037247746795,True
mp-30787,MoRh3,Tier 3 (Refractory),0.24972747,0.24972747266292572,0.0,True
mp-1238887,TiCrCuS4,Tier 1 (Standard),0.25022244,0.24972448077950135,0.000663361428571,True
mp-1204618,K2Mo15Se19,Tier 3 (Refractory),0.28352606,0.2496976937741488,0.039771028263897,True
mp-1194045,Zr4Co4Si7,Tier 1 (Standard),0.24966437,0.24966436624526978,0.0,True
mp-568220,NbTe4,Tier 3 (Refractory),0.24966112,0.24966111779212952,0.0,True
mp-568830,TmInAu2,Tier 2 (Exotic),0.25020352,0.2496308846843013,0.000762892777778,True
mp-1215574,ZnGaCuSe3,Tier 1 (Standard),0.26144508,0.24962110017230912,0.015075155,True
mp-722294,Nb3Zn3N,Tier 3 (Refractory),0.24961752,0.24961751699447632,0.0,True
mp-1222699,LaTmB12,Tier 2 (Exotic),0.28699532,0.24960781936489504,0.043424055312501,True
mp-1223711,LaCe(GePt)4,Tier 2 (Exotic),0.24960327,0.249603271484375,0.0,True
mp-1219656,Rb(SiPt)4,Tier 1 (Standard),0.24959612,0.24959611892700195,0.0,True
mp-570775,BaAu,Tier 1 (Standard),0.24956603,0.24956603348255157,0.0,True
mp-1101,TmAs,Tier 2 (Exotic),0.24954148,0.2495414763689041,0.0,True
mp-1220812,Nb12Tl(Te3As)4,Tier 3 (Refractory),0.25474122,0.2495273114483602,0.006822492493716,True
mp-1206964,Zr6NiSb2,Tier 1 (Standard),0.2494954,0.24949540197849274,0.0,True
