material_id,formula,utility_tier,predicted_latent_bandgap_eV,stage1_score,energy_above_hull,is_dark_matter
mp-757825,Mg11Ti25O60,Tier 1 (Standard),2.7774215,2.777421474456787,0.0,True
mp-559246,BaCrF6,Tier 1 (Standard),2.7660306,2.7660305500030518,0.0,True
mp-562050,Cs2NaTiF6,Tier 1 (Standard),2.7648933,2.7648932933807373,0.0,True
mp-1204228,NaLiCoPO4F,Tier 1 (Standard),3.0187685,2.7601666003095526,0.028554905138888,True
mp-773060,Ba6Ta9Ti7O42,Tier 3 (Refractory),2.758845,2.758845090866089,0.0,True
mp-760293,LiMn2F5,Tier 1 (Standard),3.2006898,2.758498276284854,0.046051689374999,True
mp-565757,Gd2WO6,Tier 3 (Refractory),2.7575755,2.757575511932373,0.0,True
mp-1222452,LiBi3(ClO2)2,Tier 1 (Standard),2.79573,2.7514154670269315,0.0052836105,True
mp-560671,Rb2NaVF6,Tier 1 (Standard),2.7512393,2.75123929977417,0.0,True
mp-557411,KRb2VF6,Tier 1 (Standard),2.746015,2.7460150718688965,0.0,True
mp-754632,Pr(ReO4)2,Tier 3 (Refractory),2.7453954,2.7453954219818115,0.0,True
mp-1105785,LiH2N,Tier 1 (Standard),3.0831184,2.7438019542180725,0.036685419999999,True
mp-685068,YbBr3,Tier 2 (Exotic),2.7397768,2.739776849746704,0.0,True
mp-1188721,IN4,Tier 1 (Standard),2.7383804,2.7383804321289062,0.0,True
mp-1210036,P3Pb5O13,Tier 1 (Standard),3.1026785,2.737663284790872,0.039215068333339,True
mp-1521272,Ba2TbHfO6,Tier 2 (Exotic),3.1895902,2.736461283234078,0.047354978937514,True
mp-734398,Ca9Mn(PO4)7,Tier 1 (Standard),2.8197093,2.734271795149247,0.010100037122678,True
mp-1183289,BaScO3,Tier 1 (Standard),2.9686902,2.730888553292437,0.026701069166656,True
mp-30084,Al2FeO4,Tier 1 (Standard),2.730138,2.730138063430786,0.0,True
mp-1228660,Ba4Ta10NiO30,Tier 3 (Refractory),2.7909343,2.7297467819213947,0.007307892296278,True
mp-1079418,LiH2N,Tier 1 (Standard),3.0197651,2.7272767834496574,0.032285993749999,True
mp-755194,Er(ReO4)2,Tier 3 (Refractory),2.8843162,2.7194273175505943,0.019055803484841,True
mp-614777,NiF3,Tier 1 (Standard),2.715443,2.7154428958892822,0.0,True
mp-576,B13C2,Tier 1 (Standard),2.7142677,2.7142677307128906,0.0,True
mp-1208716,TaNi11(BO5)4,Tier 3 (Refractory),2.713486,2.7134859561920166,0.0,True
mp-773055,Li3Mg3Ti6O16,Tier 1 (Standard),2.8329518,2.7102624827967365,0.014435979464282,True
mp-1212739,EuGa3(BO3)4,Tier 2 (Exotic),2.749169,2.7096585094906436,0.004790611291666,True
mp-1400616,ZnWF6,Tier 3 (Refractory),2.7078044,2.7078044414520264,0.0,True
mp-756113,LiFeF3,Tier 1 (Standard),3.1183038,2.707720403464533,0.043889605999996,True
mp-19400,Sr2NiWO6,Tier 3 (Refractory),2.7938986,2.706432331045785,0.010435388500006,True
mp-561748,CsV(MoO4)2,Tier 3 (Refractory),2.7037182,2.7037181854248047,0.0,True
mp-759796,Mg5Ti13O30,Tier 1 (Standard),2.7027147,2.702714681625366,0.0,True
mp-557158,CrMoF6,Tier 3 (Refractory),2.702521,2.7025210857391357,0.0,True
mp-1101651,NaLi5Fe2P2(CO7)2,Tier 1 (Standard),3.1594095,2.701384571690641,0.048323898076922,True
mp-755058,Ni2PO5,Tier 1 (Standard),2.9405115,2.7007855575652786,0.027175080520834,True
mp-1233703,MgBi4(P2O7)4,Tier 1 (Standard),3.0769377,2.70042295757947,0.040788900914646,True
mp-768452,Li5Bi2(BO3)4,Tier 1 (Standard),3.0856662,2.698914133155789,0.041779421793469,True
mp-1210393,NaCo(PO3)3,Tier 1 (Standard),2.9362886,2.697629258300883,0.027093083571426,True
mp-530600,Li14Ti21O48,Tier 1 (Standard),2.8152354,2.6966578828608614,0.014039973885543,True
mp-15056,NaZr2TiF11,Tier 1 (Standard),2.7347527,2.6931311808132836,0.005073155231482,True
mp-721592,Ca6Al7O16,Tier 1 (Standard),2.6854515,2.6854515075683594,0.0,True
mp-1521114,Ba2TbHfO6,Tier 2 (Exotic),3.1184747,2.6816470965221995,0.046692444687513,True
mp-757546,K3Ta8O21,Tier 3 (Refractory),2.6786747,2.6786746978759766,0.0,True
mp-39008,AlBr4,Tier 1 (Standard),2.9845593,2.6730794807556704,0.0347879185,True
mp-756507,LiFePHO5,Tier 1 (Standard),2.6644728,2.664472818374634,0.0,True
mp-1219577,RbTa2O6,Tier 3 (Refractory),2.9928002,2.6602754701297053,0.037036079861112,True
mp-772510,YTh4O10,Tier 4 (Extreme),2.9846222,2.658955944301113,0.036371581791666,True
mp-1216815,Tl3(SO4)2,Tier 1 (Standard),2.8509705,2.6584502004482635,0.022509329807697,True
mp-1228305,Ba2TbSnO6,Tier 2 (Exotic),2.796929,2.6507827951038383,0.017417447687508,True
mp-1412249,La2MgTiO6,Tier 2 (Exotic),2.8191376,2.650509392642392,0.019938506749999,True
mp-1096858,Ba3TaNb4O15,Tier 3 (Refractory),2.649217,2.6474385476909497,0.00022375702176,True
mp-27359,CsScCl3,Tier 1 (Standard),2.7279387,2.6458246433208954,0.01003370666667,True
mp-15634,Cs2NaTiF6,Tier 1 (Standard),2.649318,2.6457640773771973,0.000447146833324,True
mp-1210776,Nd5Ti5O17,Tier 2 (Exotic),2.6697898,2.6445182536067895,0.003155246851839,True
mp-569885,Cs2TaCl6,Tier 3 (Refractory),2.6411383,2.6411383152008057,0.0,True
mp-695389,Ba18Pr9Sn4Sb5O54,Tier 2 (Exotic),3.0052812,2.6374349613372288,0.040799980979162,True
mp-863692,CsMn(CN)3,Tier 1 (Standard),2.8173444,2.6302139763387498,0.022140287968749,True
mp-1113821,Rb3VF6,Tier 1 (Standard),2.6247802,2.6247801780700684,0.0,True
mp-1113673,Rb2NaNbF6,Tier 3 (Refractory),3.0728896,2.623552711959855,0.048742054749999,True
mp-1232353,Sr3NdTaAl3O12,Tier 3 (Refractory),2.9988794,2.6217053414329783,0.041923891874995,True
mp-1197081,NaMn2Si3BH2O11,Tier 1 (Standard),2.6216574,2.621657371520996,0.0,True
mp-1519256,Ba2TbSnO6,Tier 2 (Exotic),2.77359,2.6180849311919023,0.018688793437508,True
mp-695030,La10Mg(Ga3O10)3,Tier 2 (Exotic),3.0771513,2.6172695588600288,0.049816826782146,True
mp-1178147,K3TlPCO7,Tier 1 (Standard),2.7932792,2.616356571811614,0.021112891378209,True
mp-21434,CoCO3,Tier 1 (Standard),2.6158,2.615799903869629,0.0,True
mp-704879,Ni5Te4(BrO6)2,Tier 1 (Standard),2.6140368,2.614036798477173,0.0,True
mp-530165,Li13Ti22O48,Tier 1 (Standard),2.6764,2.613750241878474,0.007802733222906,True
mp-1113694,Rb2LiVF6,Tier 1 (Standard),2.6395562,2.610959517559098,0.003611295499993,True
mp-1202929,AgH8C2S2N4Cl,Tier 1 (Standard),2.814621,2.6100713331381096,0.024224651750002,True
mp-1209027,Sr2V2OF10,Tier 1 (Standard),2.6095822,2.6095821857452393,0.0,True
mp-685797,Li6Ti9O20,Tier 1 (Standard),2.745353,2.6092836646020885,0.016521168642878,True
mp-1111150,K2LiCoF6,Tier 1 (Standard),2.6046662,2.604666233062744,0.0,True
mp-1210353,Na4Al3Si3SO16,Tier 1 (Standard),2.9310725,2.6037559566084476,0.037223748858019,True
mp-1113592,Cs2GdAgCl6,Tier 2 (Exotic),2.6023915,2.602391481399536,0.0,True
mp-1204465,Fe3P4PbO14,Tier 1 (Standard),2.6007543,2.6007542610168457,0.0,True
mp-1214210,Ca5V3O12,Tier 1 (Standard),2.6369677,2.5812453903090438,0.007043730513396,True
mp-22243,LiNiAsO4,Tier 1 (Standard),2.605797,2.580789534489901,0.003198959523811,True
mp-768504,Ni2(SO4)3,Tier 1 (Standard),2.674036,2.580707876079236,0.011633868431373,True
mp-1182052,Ca5(PO4)3,Tier 1 (Standard),2.9500194,2.5789988176316676,0.041922949957487,True
mp-504778,NaMoF6,Tier 3 (Refractory),2.576425,2.576425075531006,0.0,True
mp-558371,La5Ti5O17,Tier 2 (Exotic),2.572443,2.5724430084228516,0.0,True
mp-759489,BaTi8O16,Tier 1 (Standard),2.5711036,2.571103572845459,0.0,True
mp-1210020,Ni3BO5,Tier 1 (Standard),2.5694983,2.569498300552368,0.0,True
mp-10564,SrN2,Tier 1 (Standard),2.5671623,2.567162275314331,0.0,True
mp-6178,Cs2KTiF6,Tier 1 (Standard),2.5665877,2.5665876865386963,0.0,True
mp-762447,Mg3Ti9O20,Tier 1 (Standard),2.5637968,2.5637967586517334,0.0,True
mp-756837,Ca4Zr3TaO12,Tier 3 (Refractory),2.8454697,2.5629493652920345,0.033095923976667,True
mp-1193237,BaAl5O9,Tier 1 (Standard),3.002781,2.559846478477277,0.049169358723333,True
mp-998227,KHfO3,Tier 1 (Standard),2.9527564,2.5598421049140345,0.044355651249992,True
mp-773061,Ba6Ti7Nb9O42,Tier 3 (Refractory),2.5740077,2.5593412127679436,0.001899312695293,True
mp-1001,BaN2,Tier 1 (Standard),2.5589302,2.5589301586151123,0.0,True
mp-1177079,Li5Ta12O32,Tier 3 (Refractory),2.797537,2.55566821562456,0.028819263174147,True
mp-1200389,Fe7Sb3P3(ClO6)3,Tier 1 (Standard),2.6730874,2.5541645665711914,0.014829642775735,True
mp-1201132,SrMn3(PO4)3,Tier 1 (Standard),2.553961,2.5539610385894775,0.0,True
mp-1203248,TiH24C6I3(N2O)6,Tier 1 (Standard),2.802241,2.5539471469434183,0.029535162787129,True
mp-555143,LiCaCoF6,Tier 1 (Standard),2.662675,2.553651719870845,0.013648328333329,True
mp-540640,Sr2Ti6O13,Tier 1 (Standard),2.553482,2.5527426973668703,9.65163491883914e-05,True
mp-1188260,Ba2CdP3O11,Tier 1 (Standard),2.8505387,2.5523477599662607,0.03486954558821,True
mp-772711,Na3SiBiBO7,Tier 1 (Standard),2.7735806,2.5502634052850555,0.026838610686827,True
mp-22517,EuYSi4N7,Tier 2 (Exotic),2.5484695,2.5484695434570312,0.0,True
mp-727311,SrF3,Tier 1 (Standard),2.9893768,2.5479430432633623,0.049222493749999,True
mp-8711,Cs2Li14Tb3O14,Tier 2 (Exotic),2.9562924,2.545377096429841,0.046332279318181,True
mp-766046,Tl(WO3)3,Tier 3 (Refractory),2.5445719,2.544571876525879,0.0,True
mp-553877,CdMoPO6,Tier 3 (Refractory),2.5435042,2.543504238128662,0.0,True
mp-504844,VP3(HO5)2,Tier 1 (Standard),2.5393355,2.5393354892730713,0.0,True
mp-18749,NiSO4,Tier 1 (Standard),2.5393085,2.539308547973633,0.0,True
mp-695928,CoPH6O6F,Tier 1 (Standard),2.6199188,2.5355925820348304,0.010728861833335,True
mp-13976,Yb2SeO2,Tier 2 (Exotic),2.5341396,2.534139633178711,0.0,True
mp-1101707,Na5Ni2P2(CO7)2,Tier 1 (Standard),2.5746937,2.5262121510880706,0.006276672716666,True
mp-1176673,Na5Ni2P2(CO7)2,Tier 1 (Standard),2.5746937,2.5261152293191804,0.006289220716667,True
mp-1221046,NaPuF4,Tier 4 (Extreme),2.5429196,2.524294777419082,0.002441400833333,True
mp-761390,TaFeO4,Tier 3 (Refractory),2.516715,2.5167150497436523,0.0,True
mp-775738,Na5Ni2P2(CO7)2,Tier 1 (Standard),2.5709937,2.515393266177619,0.007208677916668,True
mp-1210688,Na11TiNb2Si4P2(O12F)2,Tier 3 (Refractory),2.5990846,2.512723906450971,0.01107578526359,True
mp-752852,BaTi8O16,Tier 1 (Standard),2.520565,2.5120275797494833,0.001129039599966,True
mp-780609,Ca9Mn(PO4)7,Tier 1 (Standard),2.6609917,2.5092890746444896,0.019003265567122,True
mp-1044788,Ba2AlCr2F11,Tier 1 (Standard),2.5928638,2.5054744075098814,0.011234603567715,True
mp-1228256,Ba8Ca3Nb5O24,Tier 3 (Refractory),2.6900911,2.504333054264066,0.0230175695,True
mp-1216341,Zn9Si2Te3P4(Pb3O14)3,Tier 1 (Standard),2.717248,2.5036320801520553,0.026204930590577,True
mp-556338,RbMnPO4,Tier 1 (Standard),2.502261,2.50226092338562,0.0,True
mp-757433,NaTi4O8,Tier 1 (Standard),2.6894672,2.50035427270338,0.023438709294872,True
mp-541424,Na3V(SO4)3,Tier 1 (Standard),2.6005967,2.4989882978546047,0.013023725131588,True
mp-556675,Rb2Li14Tb3O14,Tier 2 (Exotic),2.8621101,2.4971433007147907,0.042505566363636,True
mp-759713,Li8Ti15O32,Tier 1 (Standard),2.5878458,2.4971279897215637,0.011685113090933,True
mp-22499,EuSnF7,Tier 2 (Exotic),2.557798,2.4962968815462765,0.008014840555555,True
mp-1372414,Ca2VSbO6,Tier 1 (Standard),2.5946243,2.4951761748106165,0.012776173008926,True
mp-4494,NaYbS2,Tier 2 (Exotic),2.4934993,2.493499279022217,0.0,True
mp-774872,Na5Ni2P2(CO7)2,Tier 1 (Standard),2.5499594,2.491899490593477,0.007589654183333,True
mp-1208847,Sr2Ti5Al17O38,Tier 1 (Standard),2.533233,2.490960468845607,0.00556238604839,True
mp-774217,Na13Ti24O54,Tier 1 (Standard),2.6216204,2.490027475591529,0.016731756208793,True
mp-1080537,K2NaVF6,Tier 1 (Standard),2.4886298,2.4886298179626465,0.0,True
mp-1203589,Sr5Nb5O17,Tier 3 (Refractory),2.495758,2.4869063875909725,0.001182228518519,True
mp-1038319,CaMg30AlO32,Tier 1 (Standard),2.9021325,2.4867492018102406,0.047710124392363,True
mp-530514,Li17Nb18O54,Tier 3 (Refractory),2.5863647,2.486043370624539,0.012929521460669,True
mp-757603,Na13Ti24O54,Tier 1 (Standard),2.6079354,2.4845208430192494,0.015774238406594,True
mp-780738,H4WNCl6,Tier 3 (Refractory),2.4837215,2.4837214946746826,0.0,True
mp-1113177,Cs2HgMoF6,Tier 3 (Refractory),2.4824336,2.482433557510376,0.0,True
mp-1389691,CaNiF5,Tier 1 (Standard),2.4812455,2.481245517730713,0.0,True
mp-1205685,Ba2YZrO6,Tier 1 (Standard),2.9067986,2.4805829475953836,0.048875723437511,True
mp-1208809,Sr3V3(BiO7)2,Tier 1 (Standard),2.704792,2.4804929940569185,0.02764217812501,True
mp-541318,CsTi3Si2P6O25,Tier 1 (Standard),2.4750082,2.475008249282837,0.0,True
mp-555985,YbH7C3O8,Tier 2 (Exotic),2.8599815,2.47302514645147,0.045100103552638,True
mp-18809,Li2VGeO5,Tier 1 (Standard),2.5534842,2.472572388814561,0.01056227572916,True
mp-1211101,NbNi11(BO5)4,Tier 3 (Refractory),2.4702222,2.470222234725952,0.0,True
mp-24135,AlH18Ru(NF)6,Tier 1 (Standard),2.60636,2.4691804831453164,0.017544196718769,True
mp-9369,RbYbS2,Tier 2 (Exotic),2.4631364,2.4631364345550537,0.0,True
mp-759694,Mg2Ti7O15,Tier 1 (Standard),2.462519,2.4625189304351807,0.0,True
mp-1195516,K2SrTh2(MoO4)6,Tier 4 (Extreme),2.702275,2.4620198199348273,0.029636166374999,True
mp-1097011,IN2,Tier 1 (Standard),2.5330133,2.4583605328555755,0.009823979166666,True
mp-541049,Sr7Nb6O21,Tier 3 (Refractory),2.454759,2.454758882522583,0.0,True
mp-1209663,Pr3Ta(ClO2)3,Tier 3 (Refractory),2.8285398,2.453835358194642,0.04415758780448,True
mp-1112610,Cs2TaHgF6,Tier 3 (Refractory),2.4526613,2.4526612758636475,0.0,True
mp-1407092,ZnMoF6,Tier 3 (Refractory),2.4516392,2.451639175415039,0.0,True
mp-766465,Sr2MnCO3F5,Tier 1 (Standard),2.6136792,2.451524857900249,0.020680211319448,True
mp-2741754,Pr(ReO4)2,Tier 3 (Refractory),2.607915,2.450682234561494,0.020096858295445,True
mp-22632,Co3(BO3)2,Tier 1 (Standard),2.4504395,2.450439453125,0.0,True
mp-759333,Na7Ti11O24,Tier 1 (Standard),2.6239707,2.4452544919153207,0.022703029404759,True
mp-559672,KNiAsO4,Tier 1 (Standard),2.4441168,2.4441168308258057,0.0,True
mp-757266,BaTi7O14,Tier 1 (Standard),2.4498248,2.441505674337388,0.001131936136363,True
mp-780229,Na6Bi2B4PO16,Tier 1 (Standard),2.8313806,2.4392631706457046,0.046163278586056,True
mp-18845,Ba2FeWO6,Tier 3 (Refractory),2.437214,2.437213897705078,0.0,True
mp-7733,Ba2Ti6O13,Tier 1 (Standard),2.4366148,2.436614751815796,0.0,True
mp-554332,SrCrF6,Tier 1 (Standard),2.4346097,2.4346096515655518,0.0,True
mp-5302,Gd2Ti2O7,Tier 2 (Exotic),2.5131998,2.4344547305329094,0.010444198863641,True
mp-1112963,Cs3TiF6,Tier 1 (Standard),2.4301732,2.43017315864563,0.0,True
mp-1038346,CaMg30AlO32,Tier 1 (Standard),2.8136714,2.4287631855489136,0.045599754079863,True
mp-15626,Rb2NaTiF6,Tier 1 (Standard),2.4287393,2.428739309310913,0.0,True
mp-15761,Ba4Ti12O27,Tier 1 (Standard),2.4488626,2.427927881836643,0.002849577488344,True
mp-1214159,Ca3Ga3(SnO6)2,Tier 1 (Standard),2.4273129,2.4273128509521484,0.0,True
mp-1206884,KN2,Tier 1 (Standard),2.7625973,2.426535584280201,0.040549007444445,True
mp-766543,Li7Ti11O24,Tier 1 (Standard),2.6760848,2.4263573806124747,0.031106062142885,True
mp-1213813,Cs2ZrMn(PO4)3,Tier 1 (Standard),2.46993,2.425997561959091,0.005928963273029,True
mp-1221001,Na8Fe6P6(O8F3)3,Tier 1 (Standard),2.4645422,2.4238261241232144,0.00550690877357,True
mp-1225904,CsVZn(PO3)6,Tier 1 (Standard),2.419962,2.419961929321289,0.0,True
mp-769619,Ni2PO5,Tier 1 (Standard),2.7692978,2.418636576877519,0.042208203645834,True
mp-34052,Li7Ti7O16,Tier 1 (Standard),2.662416,2.417688255149641,0.030639805833329,True
mp-756684,Sr2Li2Nb3O10,Tier 3 (Refractory),2.4679968,2.416705125827404,0.006927576397059,True
mp-557850,SrFeP(O2F)2,Tier 1 (Standard),2.5830798,2.4135666593448786,0.021874811944446,True
mp-724972,Na5(CN2)3,Tier 1 (Standard),2.826651,2.4104893801765073,0.049075944404759,True
mp-1222089,MgCo2(PO4)2,Tier 1 (Standard),2.4104853,2.41048526763916,0.0,True
mp-505228,Sr5Nb5O17,Tier 3 (Refractory),2.409282,2.4092819690704346,0.0,True
mp-1215693,YbGd(PO4)2,Tier 2 (Exotic),2.4809742,2.4090741944091607,0.009660184166666,True
mp-2754073,BaTi8O16,Tier 1 (Standard),2.4093509,2.4088385389970153,7.088119995657394e-05,True
mp-1228343,Ba5Ca2Nb3O15,Tier 3 (Refractory),2.5789912,2.4085696465065474,0.022026898200003,True
mp-555924,Ca5Nb5O17,Tier 3 (Refractory),2.46933,2.404607741468203,0.008736827268535,True
mp-1201018,Ag3S4(O3F)4,Tier 1 (Standard),2.400978,2.4009780883789062,0.0,True
mp-24122,CoSiH12(OF)6,Tier 1 (Standard),2.600434,2.3987101169051632,0.025857727713676,True
mp-505273,NiMoO4,Tier 3 (Refractory),2.397886,2.397886037826538,0.0,True
mp-1209312,RbTi3Si2P6O25,Tier 1 (Standard),2.3988814,2.395249433645191,0.000504679902823,True
mp-1209752,Rb2Na2Al3(GeO4)3,Tier 1 (Standard),2.732169,2.395082386880915,0.041125632754821,True
mp-758970,K3Ti8O17,Tier 1 (Standard),2.3950245,2.395024538040161,0.0,True
mp-757779,La5Ta22O62,Tier 3 (Refractory),2.548944,2.394980692849384,0.020134260017185,True
mp-541814,RbCoF3,Tier 1 (Standard),2.393538,2.393537998199463,0.0,True
mp-545481,Ca2Cu(BrO)2,Tier 1 (Standard),2.3913088,2.3913087844848633,0.0,True
mp-530846,Li15Nb16O48,Tier 3 (Refractory),2.5013223,2.3905126496305527,0.014766805696195,True
mp-555101,K3Co2F7,Tier 1 (Standard),2.3883562,2.3883562088012695,0.0,True
mp-1246788,Mg2NbN3,Tier 3 (Refractory),2.3878438,2.3878438472747803,0.0,True
mp-556404,Na2MnPO4F,Tier 1 (Standard),2.3874826,2.3874826431274414,0.0,True
mp-1226351,CsMn2(PO3)6,Tier 1 (Standard),2.386205,2.386204957962036,0.0,True
mp-773078,Li7Ca8Nb12O40,Tier 3 (Refractory),2.484573,2.3859682310522676,0.013228921138065,True
mp-1228073,Ba2ZrInO6,Tier 1 (Standard),2.6147656,2.385054159707128,0.029283884375006,True
mp-773118,Ba6Li2Ta9Ti7O42,Tier 3 (Refractory),2.4315,2.3813673843633945,0.006872653991377,True
mp-558835,NaNiAsO4,Tier 1 (Standard),2.3808665,2.380866527557373,0.0,True
mp-558048,NaV(GeO3)2,Tier 1 (Standard),2.3792496,2.3792495727539062,0.0,True
mp-8846,Ba3Nb5O15,Tier 3 (Refractory),2.410359,2.3754705685630855,0.004824777635855,True
mp-1662213,Li2Fe2P4H3O16,Tier 1 (Standard),2.775941,2.37432575530692,0.048225707361106,True
mp-1046973,Nb2Zn2NiO8,Tier 3 (Refractory),2.5649304,2.3739027253409835,0.024825587307701,True
mp-684826,CdFeSn(PO4)3,Tier 1 (Standard),2.372177,2.3721768856048584,0.0,True
mp-16140,Na3TiP8O23,Tier 1 (Standard),2.4169786,2.368064295958136,0.006745929502037,True
mp-757308,Na7Ti13O26,Tier 1 (Standard),2.5091488,2.3679484317259893,0.018758074767076,True
mp-6074,KRb2TiF6,Tier 1 (Standard),2.3673174,2.3673174381256104,0.0,True
mp-759760,Li2VFe(P2O7)2,Tier 1 (Standard),2.3734555,2.365647916272337,0.001096517727259,True
mp-9090,CsYbS2,Tier 2 (Exotic),2.3643112,2.3643112182617188,0.0,True
mp-1327747,Ca3V2(GeO4)3,Tier 1 (Standard),2.3963184,2.363792409514559,0.004524444062503,True
mp-555944,NaP(WO4)2,Tier 3 (Refractory),2.5798836,2.3635601546973652,0.027950023636918,True
mp-561428,NiF3,Tier 1 (Standard),2.4144192,2.3633069282966472,0.0070565275,True
mp-1177528,Li3Ti7O14,Tier 1 (Standard),2.455594,2.3610029964151256,0.012840214895833,True
mp-693892,Sr2CrClO4,Tier 1 (Standard),2.3601558,2.3601558208465576,0.0,True
mp-1173715,NaCo2H3(SO5)2,Tier 1 (Standard),2.3560822,2.3560822010040283,0.0,True
mp-774601,Na5Ni2P2(CO7)2,Tier 1 (Standard),2.4209564,2.35508876592598,0.009069089116667,True
mp-1522402,BaSrTbSnO6,Tier 2 (Exotic),2.7491581,2.3546207874107514,0.047837354312497,True
mp-1227639,CdP6Pb9O26,Tier 1 (Standard),2.6823876,2.3545298919598276,0.040742023961644,True
mp-780894,Na6Ni2P(CO4)4,Tier 1 (Standard),2.4762747,2.354296209810459,0.016419626566086,True
mp-1214578,BaNa4Ti2(Si2O5)6,Tier 1 (Standard),2.6916273,2.353716145915268,0.041847190684509,True
mp-1200426,Sr2Fe2P3(O6F)2,Tier 1 (Standard),2.5974944,2.3518868310118184,0.031518519821425,True
mp-1096938,Cs2ReO4,Tier 3 (Refractory),2.5178778,2.3516136508864314,0.022011150969382,True
mp-1096815,Ba3Ta4NbO15,Tier 3 (Refractory),2.3551166,2.3497488754577502,0.00075972604892,True
mp-774263,Li13Ti28O56,Tier 1 (Standard),2.3969877,2.349495836066655,0.006604378350523,True
mp-1225984,CsMn2(PO3)6,Tier 1 (Standard),2.3623686,2.3492796889269867,0.00184686037037,True
mp-19312,BaTb2NiO5,Tier 2 (Exotic),2.3664439,2.3477553217332723,0.002632438055552,True
mp-1078995,Sr2MgTeO6,Tier 1 (Standard),2.3475924,2.347592353820801,0.0,True
mp-1235470,LiPr2Ta2Cl2O7,Tier 3 (Refractory),2.6481721,2.347213402104257,0.037882574859528,True
mp-1176327,Na5Ni2P2(CO7)2,Tier 1 (Standard),2.4156609,2.347211732865122,0.009445189716666,True
mp-686295,KSn2F5,Tier 1 (Standard),2.7451377,2.3459312704832547,0.048474365208342,True
mp-1235966,LiPr2Ta2Cl2O7,Tier 3 (Refractory),2.6481721,2.345658671590105,0.038078273430956,True
mp-18732,TiNiO3,Tier 1 (Standard),2.3456583,2.345658302307129,0.0,True
mp-1087546,O2,Tier 1 (Standard),2.4786935,2.344898571411019,0.017992666249999,True
mp-531409,Li7Nb8O24,Tier 3 (Refractory),2.562183,2.343215645235143,0.028487070897437,True
mp-703253,RbFeSe2O7,Tier 1 (Standard),2.342833,2.3428330421447754,0.0,True
mp-760024,NaTi5O10,Tier 1 (Standard),2.3413334,2.3413333892822266,0.0,True
mp-1147557,BaNiIO6,Tier 1 (Standard),2.340047,2.3400468826293945,0.0,True
mp-1212404,HfCdO3,Tier 1 (Standard),2.4465926,2.3392152803615742,0.014629501499998,True
mp-29045,La5Ti5O17,Tier 2 (Exotic),2.3791382,2.3376315332425377,0.005815368703572,True
mp-1211796,Pr10Ti9GaO34,Tier 2 (Exotic),2.4604893,2.3371934878939524,0.016703423790103,True
mp-20435,V(PO3)3,Tier 1 (Standard),2.3768873,2.33600027123602,0.005733976794887,True
mp-531527,Ba3Ti20O40,Tier 1 (Standard),2.335915,2.3359150886535645,0.0,True
mp-704950,SrFeSn(PO4)3,Tier 1 (Standard),2.3874686,2.3348221178940083,0.007350387638883,True
mp-560469,Ba6Nb14Si4O47,Tier 3 (Refractory),2.3334546,2.3334546089172363,0.0,True
mp-5670,LiTi2O4,Tier 1 (Standard),2.3332574,2.3332574367523193,0.0,True
mp-1211276,La3NbGa5O14,Tier 3 (Refractory),2.6904998,2.3325337525115644,0.044349384746377,True
mp-1213644,CsScBr3,Tier 1 (Standard),2.4333088,2.331814068104713,0.013903533333331,True
mp-31557,LiCo6P7O24,Tier 1 (Standard),2.428903,2.330991158684453,0.013437059177648,True
mp-1113634,Rb2MnTlF6,Tier 1 (Standard),2.7156742,2.3295033102505096,0.047400243750003,True
mp-1224097,K4N2O5,Tier 1 (Standard),2.4666278,2.3287003109808824,0.01863914818182,True
mp-1663191,Li2Fe2P4H3O16,Tier 1 (Standard),2.7344232,2.327177595880967,0.049644299212959,True
mp-768082,Na5Ni2P2(CO7)2,Tier 1 (Standard),2.3956177,2.3270261171183453,0.009544038916667,True
mp-1210217,P3Pb5O12,Tier 1 (Standard),2.6998255,2.3252182793798104,0.046250796875059,True
mp-505246,NaCo3P3(HO6)2,Tier 1 (Standard),2.3862207,2.3244920650373175,0.008622928119041,True
mp-774597,Na5Ni2P2(CO7)2,Tier 1 (Standard),2.3995752,2.3243538242768573,0.010449267316667,True
mp-780528,Na6Cr2C4SO16,Tier 1 (Standard),2.4381084,2.3212992197625084,0.015969924653211,True
mp-530141,Li7Ti16O32,Tier 1 (Standard),2.4000022,2.3200920278958317,0.011098630363644,True
